1	1447909	1470067	ATAD3A	1.82E-04	2.62E-05
1	1470157	1475740	TMEM240	1.25E-05	1.64E-06
1	1477052	1510262	SSU72	3.39E-06	4.80E-07
1	1533387	1535476	C1orf233	1.58E-05	1.39E-06
1	1551244	1565990	MIB2	8.18E-05	9.44E-06
1	1567559	1570030	MMP23B	2.50E-05	3.22E-06
1	1571099	1655775	CDK11B	7.01E-05	9.31E-06
1	1592938	1624243	SLC35E2B	4.64E-05	5.52E-06
1	1634169	1655791	CDK11A	1.13E-04	1.71E-05
1	1658823	1677438	SLC35E2	1.81E-05	2.24E-06
1	1682670	1711508	NADK	7.27E-05	9.30E-06
1	1716724	1822526	GNB1	1.86E-05	2.58E-06
1	1846265	1848733	CALML6	2.71E-05	4.36E-06
1	1849028	1850740	TMEM52	3.19E-05	4.23E-06
1	1884751	1935276	KIAA1751	1.22E-04	1.74E-05
1	1950767	1962192	GABRD	4.93E-05	6.22E-06
1	2036154	2116834	PRKCZ	4.57E-05	5.97E-06
1	2123333	2126214	C1orf86	2.77E-05	3.37E-06
1	2160133	2241652	SKI	1.90E-05	2.12E-06
1	2252695	2322993	MORN1	5.10E-05	7.63E-06
1	2323213	2336885	RER1	1.60E-05	2.54E-06
1	2336240	2344010	PEX10	4.23E-05	5.64E-06
1	2407753	2436964	PLCH2	1.37E-04	1.61E-05
1	2439974	2458035	PANK4	8.24E-05	1.11E-05
1	2460183	2461684	HES5	3.36E-06	4.39E-07
1	2487804	2495267	TNFRSF14	3.32E-05	5.02E-06
1	2518188	2522908	FAM213B	1.77E-05	2.43E-06
1	2522080	2564481	MMEL1	8.97E-05	1.41E-05
1	2572806	2706230	TTC34	1.01E-04	1.16E-05
1	2938045	2939467	ACTRT2	2.74E-05	2.61E-06
1	2985741	3355185	PRDM16	1.17E-04	1.29E-05
1	3371146	3397677	ARHGEF16	1.12E-04	1.45E-05
1	3404505	3528059	MEGF6	2.31E-04	3.23E-05
1	3541555	3546694	TPRG1L	1.33E-05	1.79E-06
1	3547330	3566671	WRAP73	4.28E-05	6.73E-06
1	3614609	3652765	TP73	1.60E-04	1.93E-05
1	3668964	3688209	CCDC27	1.02E-04	1.50E-05
1	3689351	3692546	LOC388588	1.00E-05	1.53E-06
1	3696783	3713068	LRRC47	5.29E-05	5.78E-06
1	3728644	3773797	CEP104	6.69E-05	9.68E-06
1	3773844	3801993	DFFB	3.27E-05	4.66E-06
1	3805696	3816857	C1orf174	3.07E-05	3.67E-06
1	4715104	4843851	AJAP1	4.02E-05	4.53E-06
1	5922869	6052533	NPHP4	1.12E-04	1.45E-05
1	6106173	6161253	KCNAB2	1.80E-05	2.62E-06
1	6161846	6240194	CHD5	1.01E-04	1.36E-05
1	6245079	6259679	RPL22	6.51E-06	7.58E-07
1	6266188	6281359	RNF207	5.27E-05	7.75E-06
1	6281252	6296044	ICMT	1.31E-05	1.78E-06
1	6304251	6305638	HES3	1.58E-05	2.00E-06
1	6307405	6321035	GPR153	5.67E-05	5.70E-06
1	6324331	6453826	ACOT7	2.60E-05	3.17E-06
1	6475293	6479979	HES2	8.33E-10	1.09E-10
1	6484847	6521004	ESPN	4.90E-05	5.72E-06
1	6524170	6526255	TNFRSF25	8.59E-06	1.07E-06
1	6526151	6580121	PLEKHG5	9.36E-05	1.16E-05
1	6581406	6614658	NOL9	5.65E-05	7.38E-06
1	6615337	6639817	TAS1R1	7.15E-05	7.43E-06
1	6640062	6649340	ZBTB48	2.38E-05	2.88E-06
1	6650783	6662929	KLHL21	5.84E-05	5.99E-06
1	6673755	6684093	PHF13	1.03E-05	1.20E-06
1	6685209	6695646	THAP3	2.35E-05	3.14E-06
1	6694227	6761966	DNAJC11	2.70E-05	4.21E-06
1	6845383	7829766	CAMTA1	9.69E-05	1.18E-05
1	7831328	7841492	VAMP3	5.00E-10	1.04E-10
1	7844762	7905237	PER3	1.50E-04	1.90E-05
1	7907671	7913551	UTS2	9.99E-05	9.44E-06
1	7975930	8003225	TNFRSF9	1.68E-05	2.43E-06
1	8021713	8045342	PARK7	1.32E-05	1.85E-06
1	8071778	8086393	ERRFI1	6.84E-06	7.00E-07
1	8384389	8404227	SLC45A1	5.71E-05	5.85E-06
1	8412463	8877699	RERE	7.77E-05	8.99E-06
1	8921058	8939151	ENO1	2.69E-05	3.54E-06
1	9005921	9035148	CA6	1.37E-04	1.66E-05
1	9063358	9086404	SLC2A7	3.27E-05	4.20E-06
1	9101426	9129887	SLC2A5	3.63E-05	3.84E-06
1	9164475	9189229	GPR157	4.74E-05	5.47E-06
1	9294862	9331394	H6PD	8.14E-05	8.79E-06
1	9352940	9429590	SPSB1	1.75E-05	1.91E-06
1	9599527	9642831	SLC25A33	6.56E-06	9.52E-07
1	9648931	9674935	TMEM201	5.98E-05	7.27E-06
1	9711789	9789172	PIK3CD	5.32E-05	7.20E-06
1	9789078	9884550	CLSTN1	6.77E-05	8.67E-06
1	9908333	9970316	CTNNBIP1	4.10E-10	6.82E-11
1	9989775	10002826	LZIC	3.29E-06	5.55E-07
1	10003485	10045556	NMNAT1	3.94E-06	5.28E-07
1	10057254	10076078	RBP7	3.40E-06	5.35E-07
1	10093040	10241296	UBE4B	3.35E-05	4.51E-06
1	10270763	10441661	KIF1B	6.84E-05	9.44E-06
1	10459084	10480201	PGD	3.51E-05	5.04E-06
1	10490158	10502872	APITD1	1.53E-05	3.19E-06
1	10490803	10512060	APITD1-CORT	1.97E-05	2.80E-06
1	10509775	10512060	CORT	2.59E-05	3.43E-06
1	10520602	10532613	DFFA	3.97E-05	5.29E-06
1	10535002	10690815	PEX14	1.66E-05	2.44E-06
1	10707269	10856707	CASZ1	9.96E-05	9.73E-06
1	11006529	11042094	C1orf127	1.35E-04	1.77E-05
1	11072678	11085549	TARDBP	2.07E-05	2.49E-06
1	11104854	11107296	MASP2	7.26E-05	8.12E-06
1	11114648	11120091	SRM	2.33E-05	3.48E-06
1	11126675	11159938	EXOSC10	5.33E-05	8.17E-06
1	11166587	11322608	MTOR	5.78E-05	8.11E-06
1	11249397	11256038	ANGPTL7	2.05E-05	2.79E-06
1	11333254	11348491	UBIAD1	2.34E-05	2.26E-06
1	11539294	11597640	PTCHD2	1.18E-04	1.41E-05
1	11708417	11714888	FBXO2	1.01E-05	1.50E-06
1	11714913	11723384	FBXO44	1.33E-05	1.83E-06
1	11724149	11734409	FBXO6	1.34E-05	1.93E-06
1	11734536	11751678	MAD2L2	1.65E-05	2.65E-06
1	11751780	11780336	C1orf187	1.34E-05	1.63E-06
1	11796141	11810828	AGTRAP	6.49E-06	8.71E-07
1	11845786	11866160	MTHFR	3.04E-05	3.92E-06
1	11866152	11903201	CLCN6	3.97E-05	5.50E-06
1	11905766	11907840	NPPA	1.01E-05	1.25E-06
1	11917520	11918992	NPPB	1.30E-05	1.81E-06
1	11979644	11986485	KIAA2013	3.69E-05	3.62E-06
1	11994723	12035599	PLOD1	6.99E-05	1.01E-05
1	12040237	12073572	MFN2	4.40E-05	5.95E-06
1	12079298	12092106	MIIP	6.19E-05	8.94E-06
1	12185957	12204264	TNFRSF8	6.62E-05	6.36E-06
1	12227059	12269277	TNFRSF1B	4.24E-05	5.68E-06
1	12290112	12572098	VPS13D	1.81E-04	2.31E-05
1	12627938	12677820	DHRS3	1.00E-05	1.23E-06
1	12704565	12727097	AADACL4	3.39E-05	3.76E-06
1	12776117	12788726	AADACL3	5.46E-05	6.15E-06
1	12806162	12821102	C1orf158	6.67E-06	1.02E-06
1	12834983	12838048	PRAMEF12	3.36E-05	3.73E-06
1	12851545	12856777	PRAMEF1	2.46E-04	2.90E-05
1	12884467	12891264	PRAMEF11	2.86E-04	3.25E-05
1	12907235	12908237	LOC649330	2.12E-05	2.19E-06
1	12907260	12908578	HNRNPCL1	2.12E-05	2.19E-06
1	12916940	12921764	PRAMEF2	1.48E-04	1.74E-05
1	12939032	12946025	PRAMEF4	1.36E-04	1.50E-05
1	12952726	12958094	PRAMEF10	9.53E-05	1.07E-05
1	12976449	12980568	PRAMEF8	2.06E-04	2.36E-05
1	12977512	12980233	PRAMEF7	1.25E-04	1.34E-05
1	12998301	13007406	PRAMEF6	2.06E-04	2.38E-05
1	13035542	13038381	PRAMEF22	1.15E-04	1.32E-05
1	13108513	13117751	PRAMEF5	1.92E-04	2.20E-05
1	13182959	13184326	LOC440563	1.36E-04	1.37E-05
1	13328195	13331692	PRAMEF3	5.27E-05	5.73E-06
1	13421175	13428190	PRAMEF15	6.77E-05	7.49E-06
1	13421175	13428191	PRAMEF9	6.77E-05	7.49E-06
1	13447413	13452656	PRAMEF13	7.86E-05	8.71E-06
1	13447413	13452656	PRAMEF14	1.73E-04	2.10E-05
1	13474052	13477569	PRAMEF18	6.78E-05	7.43E-06
1	13474052	13477569	PRAMEF19	6.78E-05	7.43E-06
1	13495253	13498259	PRAMEF16	2.34E-09	2.70E-10
1	13516065	13526943	PRAMEF20	6.73E-05	7.14E-06
1	13521962	13526943	PRAMEF21	6.73E-05	7.14E-06
1	13716087	13719064	PRAMEF17	1.12E-04	1.29E-05
1	13801444	13840242	LRRC38	3.40E-05	3.02E-06
1	13911966	13944452	PDPN	1.63E-05	2.17E-06
1	14075875	14114574	PRDM2	1.12E-04	1.13E-05
1	15272414	15394651	KAZN	3.35E-05	3.72E-06
1	15480228	15546974	TMEM51	3.08E-05	3.28E-06
1	15573767	15724622	FHAD1	1.10E-04	1.68E-05
1	15736390	15756839	EFHD2	6.87E-06	8.05E-07
1	15764937	15773153	CTRC	4.30E-05	6.64E-06
1	15783222	15798586	CELA2A	2.95E-05	4.55E-06
1	15802595	15817895	CELA2B	4.60E-05	7.19E-06
1	15818768	15851285	CASP9	1.67E-05	2.09E-06
1	15853351	15898228	DNAJC16	3.35E-05	4.67E-06
1	15898193	15911605	AGMAT	2.99E-05	3.47E-06
1	15943952	15987552	DDI2	1.33E-05	1.89E-06
1	15986363	15988217	RSC1A1	4.12E-05	4.37E-06
1	16010826	16061264	PLEKHM2	4.69E-05	6.16E-06
1	16062808	16067884	SLC25A34	2.29E-05	3.11E-06
1	16068916	16074477	TMEM82	2.27E-05	2.90E-06
1	16091458	16113084	FBLIM1	5.38E-05	6.26E-06
1	16133656	16134194	UQCRHL	1.03E-05	1.39E-06
1	16174358	16266950	SPEN	2.39E-04	2.44E-05
1	16268363	16302627	ZBTB17	3.07E-05	3.75E-06
1	16330730	16333184	C1orf64	2.00E-05	2.32E-06
1	16340522	16345285	HSPB7	2.04E-05	2.12E-06
1	16348485	16360545	CLCNKA	1.18E-04	1.62E-05
1	16375256	16383821	CLCNKB	9.56E-05	1.17E-05
1	16384263	16400127	FAM131C	4.35E-05	6.29E-06
1	16450831	16482582	EPHA2	4.96E-05	6.20E-06
1	16524598	16539104	ARHGEF19	3.16E-05	4.22E-06
1	16558181	16563659	RSG1	2.67E-05	3.15E-06
1	16576558	16678948	FBXO42	1.01E-05	1.26E-06
1	16693582	16724640	C1orf144	7.65E-10	9.99E-11
1	16725137	16763919	SPATA21	4.03E-05	5.76E-06
1	16767166	16786584	NECAP2	2.98E-05	4.52E-06
1	17248444	17299474	CROCC	2.14E-04	3.07E-05
1	17300998	17308081	MFAP2	3.20E-05	5.94E-06
1	17312452	17338423	ATP13A2	1.23E-04	1.60E-05
1	17345224	17380665	SDHB	1.33E-05	2.14E-06
1	17393255	17445948	PADI2	3.68E-05	5.06E-06
1	17531620	17572501	PADI1	4.81E-05	6.43E-06
1	17575592	17610727	PADI3	4.73E-05	6.10E-06
1	17634689	17690495	PADI4	6.80E-05	9.14E-06
1	17698740	17728195	PADI6	4.34E-05	6.27E-06
1	17733250	17766250	RCC2	1.39E-04	1.44E-05
1	17907047	18024370	ARHGEF10L	1.38E-04	1.77E-05
1	18081807	18153558	ACTL8	1.71E-05	1.80E-06
1	18434239	18704977	IGSF21	2.54E-05	3.07E-06
1	18807423	18812480	KLHDC7A	1.39E-04	1.35E-05
1	18957499	19075360	PAX7	3.35E-05	4.13E-06
1	19166092	19186155	TAS1R2	6.49E-05	6.74E-06
1	19197923	19229293	ALDH4A1	3.65E-05	5.18E-06
1	19230773	19282826	IFFO2	1.85E-04	2.26E-05
1	19400999	19536746	UBR4	2.66E-04	3.56E-05
1	19544583	19578046	EMC1	6.93E-05	1.02E-05
1	19578074	19586622	MRTO4	3.33E-06	5.38E-07
1	19609056	19615280	AKR7A3	5.01E-05	6.76E-06
1	19629201	19638640	AKR7A2	4.01E-05	5.27E-06
1	19638739	19655794	PQLC2	1.95E-05	2.57E-06
1	19665266	19812066	CAPZB	1.51E-05	2.46E-06
1	19923470	19956315	MINOS1	1.03E-05	1.56E-06
1	19923470	19984949	C1orf151-NBL1	5.11E-05	4.93E-06
1	19972259	19984949	NBL1	9.45E-05	1.12E-05
1	19991779	20006055	HTR6	4.64E-05	4.30E-06
1	20008705	20126410	TMCO4	5.60E-05	7.60E-06
1	20140521	20141771	RNF186	2.01E-05	2.01E-06
1	20208887	20239437	OTUD3	3.07E-05	4.22E-06
1	20246799	20250110	PLA2G2E	1.99E-05	2.98E-06
1	20301923	20306932	PLA2G2A	2.68E-05	4.02E-06
1	20396700	20418394	PLA2G5	3.29E-06	5.72E-07
1	20438433	20446008	PLA2G2D	6.64E-06	1.14E-06
1	20465822	20476879	PLA2G2F	4.09E-05	5.51E-06
1	20490483	20501687	PLA2G2C	2.72E-05	3.84E-06
1	20512577	20519942	UBXN10	3.06E-05	3.23E-06
1	20617411	20681387	VWA5B1	1.52E-04	1.85E-05
1	20808883	20812728	CAMK2N1	3.96E-10	5.20E-11
1	20825940	20834674	MUL1	1.67E-05	2.11E-06
1	20878931	20881513	FAM43B	6.76E-06	6.48E-07
1	20915443	20945400	CDA	1.66E-05	1.92E-06
1	20959947	20978004	PINK1	3.28E-05	3.86E-06
1	20978259	20988037	DDOST	2.34E-05	3.01E-06
1	20990506	21044317	KIF17	1.17E-04	1.42E-05
1	21046224	21059133	SH2D5	2.28E-05	2.82E-06
1	21069170	21113181	HP1BP3	1.33E-05	1.95E-06
1	21267737	21501251	EIF4G3	5.36E-05	5.89E-06
1	21543739	21672034	ECE1	8.37E-05	1.18E-05
1	21766620	21811393	NBPF3	9.01E-05	1.39E-05
1	21835857	21904905	ALPL	4.84E-05	5.76E-06
1	21922707	21995856	RAP1GAP	4.90E-05	6.89E-06
1	22054338	22109688	USP48	2.67E-05	3.61E-06
1	22138757	22151714	LDLRAD2	2.95E-05	3.67E-06
1	22148736	22263750	HSPG2	4.89E-04	6.52E-05
1	22303417	22315847	CELA3B	2.64E-05	4.08E-06
1	22328148	22339035	CELA3A	5.61E-05	8.91E-06
1	22379119	22419436	CDC42	1.68E-05	1.99E-06
1	22443797	22469519	WNT4	2.21E-05	2.78E-06
1	22778343	22857650	ZBTB40	1.02E-04	1.27E-05
1	22890003	22930087	EPHA8	9.04E-05	1.10E-05
1	22963117	22966175	C1QA	1.35E-05	1.54E-06
1	22970117	22974603	C1QC	1.68E-05	1.74E-06
1	22979681	22988029	C1QB	6.49E-05	6.24E-06
1	23037330	23241823	EPHB2	3.82E-05	4.60E-06
1	23337326	23342343	LOC729059	6.19E-10	8.78E-11
1	23345940	23410184	KDM1A	1.90E-05	2.68E-06
1	23410515	23495351	LUZP1	8.60E-05	8.68E-06
1	23518387	23521222	HTR1D	2.37E-05	2.25E-06
1	23636275	23670853	HNRNPR	6.75E-06	8.99E-07
1	23685940	23696357	ZNF436	3.14E-05	3.74E-06
1	23707554	23751261	TCEA3	1.00E-05	1.54E-06
1	23755055	23810750	ASAP3	7.20E-05	1.05E-05
1	23832919	23857712	E2F2	1.66E-05	2.08E-06
1	23884420	23886285	ID3	4.15E-05	4.20E-06
1	24018268	24022915	RPL11	2.34E-05	3.09E-06
1	24069855	24088549	TCEB3	5.79E-05	7.53E-06
1	24104875	24114722	PITHD1	2.00E-05	2.94E-06
1	24117645	24122029	LYPLA2	3.29E-06	5.04E-07
1	24122088	24127294	GALE	9.90E-06	1.48E-06
1	24128366	24151949	HMGCL	1.65E-05	2.16E-06
1	24171571	24194859	FUCA1	7.02E-05	1.05E-05
1	24200459	24239817	CNR2	2.71E-05	2.57E-06
1	24286300	24289949	PNRC2	3.44E-06	4.68E-07
1	24295572	24306953	SRSF10	6.61E-06	1.03E-06
1	24382530	24438665	MYOM3	1.48E-04	2.21E-05
1	24446260	24469775	IL22RA1	4.02E-05	4.86E-06
1	24480646	24513765	IFNLR1	3.35E-05	4.24E-06
1	24649529	24681808	GRHL3	3.69E-05	4.94E-06
1	24683488	24741587	C1orf201	2.34E-05	3.39E-06
1	24742244	24799473	NIPAL3	3.66E-05	4.98E-06
1	24840803	24863510	RCAN3	3.42E-06	4.07E-07
1	24882566	24935818	C1orf130	6.64E-06	8.41E-07
1	24969593	24999772	SRRM1	1.31E-05	1.85E-06
1	25071759	25170815	CLIC4	1.28E-09	1.70E-10
1	25226001	25291501	RUNX3	3.13E-05	3.11E-06
1	25548766	25559013	SYF2	1.72E-05	2.73E-06
1	25568739	25573985	C1orf63	4.31E-05	5.80E-06
1	25598980	25656936	RHD	1.75E-04	2.11E-05
1	25664788	25688852	TMEM50A	6.22E-06	1.08E-06
1	25688739	25747363	RHCE	1.69E-04	2.04E-05
1	25757387	25826698	TMEM57	2.03E-05	2.83E-06
1	25870075	25895377	LDLRAP1	2.32E-05	3.46E-06
1	25943958	26111258	MAN1C1	3.38E-05	4.54E-06
1	26126666	26144713	SEPN1	3.95E-05	5.13E-06
1	26147318	26159433	FAM54B	3.33E-06	4.28E-07
1	26160496	26185848	C1orf135	1.71E-05	2.17E-06
1	26187974	26197744	PAQR7	2.04E-05	2.13E-06
1	26226606	26233368	STMN1	2.02E-05	2.92E-06
1	26286257	26324648	PAFAH2	1.33E-05	1.95E-06
1	26348270	26362954	EXTL1	5.33E-05	6.77E-06
1	26364513	26372604	SLC30A2	2.00E-05	2.57E-06
1	26377795	26394125	TRIM63	1.35E-05	2.04E-06
1	26438267	26452039	PDIK1L	1.71E-09	1.88E-10
1	26485510	26489119	FAM110D	1.89E-05	1.83E-06
1	26496387	26497364	ZNF593	6.63E-06	8.49E-07
1	26503980	26516375	CNKSR1	2.44E-05	3.88E-06
1	26517118	26529033	CATSPER4	1.71E-05	2.38E-06
1	26560692	26605299	CEP85	2.00E-05	2.93E-06
1	26606212	26608013	SH3BGRL3	6.54E-06	1.09E-06
1	26608772	26644756	UBXN11	3.44E-05	4.84E-06
1	26644410	26647014	CD52	3.39E-06	4.66E-07
1	26648349	26680621	AIM1L	1.71E-04	2.02E-05
1	26688124	26699266	ZNF683	2.36E-05	2.56E-06
1	26737268	26756219	LIN28A	1.70E-05	2.23E-06
1	26758772	26797795	DHDDS	2.31E-05	3.53E-06
1	26798901	26803133	HMGN2	4.57E-10	1.01E-10
1	26872342	26901520	RPS6KA1	2.44E-05	3.44E-06
1	27022521	27108601	ARID1A	5.44E-05	6.33E-06
1	27114678	27124894	PIGV	2.39E-09	2.71E-10
1	27153200	27182211	ZDHHC18	2.52E-05	3.00E-06
1	27189632	27190947	SFN	6.89E-06	7.27E-07
1	27205872	27216869	GPN2	1.34E-05	1.63E-06
1	27216978	27226962	GPATCH3	2.00E-05	2.61E-06
1	27237974	27240567	NR0B2	2.34E-05	2.61E-06
1	27248212	27273362	NUDC	1.69E-05	2.59E-06
1	27276046	27286901	C1orf172	2.72E-05	2.92E-06
1	27320194	27327377	TRNP1	5.39E-05	5.11E-06
1	27331510	27339333	FAM46B	2.34E-05	2.19E-06
1	27425299	27481621	SLC9A1	5.85E-05	6.41E-06
1	27561006	27635110	WDTC1	1.01E-05	1.34E-06
1	27648635	27662891	TMEM222	1.07E-05	1.53E-06
1	27668482	27680423	SYTL1	3.28E-05	4.76E-06
1	27681669	27693337	MAP3K6	5.57E-05	7.60E-06
1	27695600	27701315	FCN3	3.08E-05	4.52E-06
1	27705595	27709805	CD164L2	6.58E-06	9.95E-07
1	27719151	27722317	GPR3	9.99E-06	9.38E-07
1	27730733	27816678	WASF2	4.37E-05	5.04E-06
1	27860755	27930143	AHDC1	9.78E-05	8.51E-06
1	27938800	27961727	FGR	3.42E-05	4.71E-06
1	27992571	27998724	IFI6	9.87E-06	1.36E-06
1	28052489	28089423	FAM76A	6.61E-06	1.03E-06
1	28099693	28150963	STX12	1.37E-09	2.47E-10
1	28157324	28178183	PPP1R8	1.68E-05	1.65E-06
1	28199054	28213193	C1orf38	4.04E-05	4.25E-06
1	28218048	28241236	RPA2	6.73E-06	1.01E-06
1	28261503	28285663	SMPDL3B	3.05E-05	3.87E-06
1	28286503	28294604	XKR8	2.29E-05	2.87E-06
1	28296854	28415148	EYA3	1.04E-05	1.69E-06
1	28473676	28520447	PTAFR	2.08E-05	1.93E-06
1	28526789	28559542	DNAJC8	3.31E-06	6.06E-07
1	28562601	28564616	ATPIF1	9.83E-06	1.49E-06
1	28585962	28609002	SESN2	3.41E-05	4.60E-06
1	28655512	28662478	MED18	3.51E-06	3.49E-07
1	28764660	28826881	PHACTR4	3.70E-05	4.72E-06
1	28844744	28865708	RCC1	1.72E-04	1.87E-05
1	28879528	28905057	TRNAU1AP	3.77E-06	6.24E-07
1	28919006	28921088	RAB42	3.36E-06	3.83E-07
1	28929608	28969604	TAF12	9.97E-06	1.61E-06
1	28995239	29042115	GMEB1	1.02E-05	1.26E-06
1	29063451	29096287	YTHDF2	3.41E-06	3.72E-07
1	29138653	29190208	OPRD1	3.07E-05	2.82E-06
1	29241087	29391733	EPB41	3.67E-05	5.03E-06
1	29445936	29450421	TMEM200B	3.40E-06	3.11E-07
1	29474249	29508637	SRSF4	6.83E-06	8.23E-07
1	29519384	29557454	MECR	1.31E-05	1.88E-06
1	29563027	29653325	PTPRU	5.44E-05	7.13E-06
1	31184123	31196432	MATN1	7.49E-05	8.44E-06
1	31205314	31230683	LAPTM5	1.99E-05	2.86E-06
1	31342312	31381480	SDC3	2.97E-05	2.82E-06
1	31404352	31538564	PUM1	2.01E-05	2.67E-06
1	31652591	31712734	NKAIN1	1.07E-05	1.79E-06
1	31732414	31769644	SNRNP40	2.31E-05	3.59E-06
1	31769841	31837780	ZCCHC17	1.02E-05	1.56E-06
1	31838099	31845923	FABP3	3.35E-06	4.70E-07
1	31886659	31907527	SERINC2	4.45E-05	5.71E-06
1	32043745	32053287	TINAGL1	1.75E-05	2.48E-06
1	32083300	32092919	HCRTR1	1.83E-05	2.26E-06
1	32095462	32110838	PEF1	5.74E-05	6.07E-06
1	32117847	32169768	COL16A1	6.23E-05	1.09E-05
1	32192717	32229648	BAI2	7.64E-05	9.95E-06
1	32256024	32281580	SPOCD1	9.50E-05	1.12E-05
1	32372021	32403988	PTP4A2	8.31E-10	1.35E-10
1	32479490	32509472	KHDRBS1	3.31E-06	4.44E-07
1	32538502	32568467	TMEM39B	6.68E-06	8.52E-07
1	32573643	32642168	KPNA6	6.63E-06	9.99E-07
1	32645344	32663886	TXLNA	2.50E-05	3.52E-06
1	32666201	32670991	CCDC28B	6.65E-06	9.03E-07
1	32671235	32674288	IQCC	3.04E-05	4.00E-06
1	32674694	32681797	DCDC2B	1.95E-05	2.90E-06
1	32681797	32687926	TMEM234	9.45E-06	1.64E-06
1	32687970	32697205	EIF3I	9.35E-06	1.43E-06
1	32712817	32714461	FAM167B	3.26E-06	4.37E-07
1	32739711	32751766	LCK	3.69E-05	5.30E-06
1	32757707	32799224	HDAC1	3.36E-05	5.07E-06
1	32799429	32801840	MARCKSL1	9.80E-10	1.09E-10
1	32826870	32827844	LOC100128071	1.66E-05	1.95E-06
1	32827861	32829924	TSSK3	1.03E-05	1.13E-06
1	32830704	32860062	BSDC1	3.69E-05	5.23E-06
1	32930657	32953459	ZBTB8B	2.42E-05	2.48E-06
1	33004771	33071542	ZBTB8A	2.07E-05	2.38E-06
1	33087306	33116185	ZBTB8OS	6.61E-06	1.24E-06
1	33116958	33151812	RBBP4	1.34E-05	2.01E-06
1	33145506	33168361	SYNC	4.73E-05	6.09E-06
1	33231234	33240571	KIAA1522	8.65E-05	7.91E-06
1	33240839	33283633	YARS	1.66E-05	2.40E-06
1	33283118	33324480	S100PBP	3.02E-05	3.86E-06
1	33327868	33338082	FNDC5	6.72E-06	9.13E-07
1	33352097	33360247	HPCA	1.38E-05	1.68E-06
1	33360195	33366953	TMEM54	1.01E-05	1.33E-06
1	33402049	33430286	RNF19B	3.51E-05	3.98E-06
1	33476825	33502512	AK2	3.60E-03	3.10E-04
1	33546713	33585995	ADC	3.91E-05	4.94E-06
1	33611002	33647671	TRIM62	4.39E-05	5.21E-06
1	33722173	33766320	ZNF362	6.69E-06	8.47E-07
1	33789223	33841194	PHC2	2.67E-05	3.41E-06
1	33938231	33961995	ZSCAN20	4.46E-05	5.41E-06
1	33979608	34631443	CSMD2	1.71E-04	2.22E-05
1	34326075	34330392	HMGB4	2.38E-05	3.28E-06
1	34642552	34684731	C1orf94	5.68E-05	6.77E-06
1	35220720	35224112	GJB5	3.44E-05	3.41E-06
1	35225341	35229325	GJB4	4.11E-05	4.16E-06
1	35247910	35251967	GJB3	2.55E-04	2.74E-05
1	35258598	35261348	GJA4	2.35E-05	2.58E-06
1	35315962	35325417	C1orf212	4.61E-10	5.80E-11
1	35331036	35370984	DLGAP3	7.03E-05	7.60E-06
1	35447126	35450948	ZMYM6NB	3.25E-06	4.13E-07
1	35451766	35497569	ZMYM6	2.37E-05	3.14E-06
1	35544971	35581455	ZMYM1	4.10E-05	5.14E-06
1	35649200	35658743	SFPQ	5.66E-05	6.94E-06
1	35734567	35887545	ZMYM4	2.70E-05	3.83E-06
1	35899090	36023037	KIAA0319L	3.67E-05	5.08E-06
